county_name,rank,lat,lon,description
Gaston County,205,35.2837835,-81.18214139,"Ranks highly in: PM25: 91%, Household_Income: 89%, Asthma: 89%"
Chesterfield County,206,34.5917715,-80.09591319,"Ranks highly in: Agricultural_Loss_Rate: 92%, Asthma: 89%, Traffic_Proximity: 89%"
Clayton County,207,42.862146,-91.35258551,"Ranks highly in: PM25: 91%, Household_Income: 89%, Asthma: 89%"
Frederick County,208,39.470158,-77.36792254,"Ranks highly in: Agricultural_Loss_Rate: 94%, Diesel_Particulate: 90%, Household_Income: 88%"
Macon County,209,32.413778,-85.72758021,"Ranks highly in: Agricultural_Loss_Rate: 91%, PM25: 91%, Building_Loss_Rate: 90%"
Spartanburg County,210,34.8864085,-81.98145458,"Ranks highly in: PM25: 91%, Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 89%"
Galveston County,211,29.3303465,-94.884518,"Ranks highly in: Building_Loss_Rate: 93%, Traffic_Proximity: 88%, Household_Income: 88%"
Grant County,212,44.47783,-119.0100653,"Ranks highly in: Agricultural_Loss_Rate: 94%, Household_Income: 91%, Building_Loss_Rate: 91%"
Wood County,213,44.4663785,-90.02113215,"Ranks highly in: Asthma: 91%, Agricultural_Loss_Rate: 90%, PM25: 89%"
Albany County,214,41.7131285,-105.6757139,"Ranks highly in: Asthma: 91%, Traffic_Proximity: 91%, Household_Income: 90%"
Clackamas County,215,45.173823,-122.2445437,"Ranks highly in: PM25: 92%, Diesel_Particulate: 91%, Asthma: 90%"
Putnam County,216,36.141928,-85.45753222,"Ranks highly in: Agricultural_Loss_Rate: 93%, Building_Loss_Rate: 91%, Asthma: 90%"
Richmond city,217,37.524277,-77.46085841,"Ranks highly in: Household_Income: 91%, Diesel_Particulate: 91%, Asthma: 90%"
Manatee County,218,27.4248195,-82.39781054,"Ranks highly in: Diesel_Particulate: 91%, Traffic_Proximity: 89%, Household_Income: 89%"
Prince William County,219,38.721251,-77.44428057,"Ranks highly in: Diesel_Particulate: 92%, Traffic_Proximity: 90%, PM25: 88%"
Linn County,220,44.496296,-122.526064,"Ranks highly in: Building_Loss_Rate: 91%, Agricultural_Loss_Rate: 90%, Household_Income: 89%"
Placer County,221,39.0140065,-120.7433425,"Ranks highly in: Agricultural_Loss_Rate: 95%, Traffic_Proximity: 90%, PM25: 89%"
Pike County,222,39.492058,-90.98989157,"Ranks highly in: Agricultural_Loss_Rate: 94%, Household_Income: 92%, Asthma: 92%"
Horry County,223,33.934514,-78.97291926,"Ranks highly in: Agricultural_Loss_Rate: 92%, Building_Loss_Rate: 91%, Asthma: 90%"
Lexington County,224,33.924848,-81.28319659,"Ranks highly in: Agricultural_Loss_Rate: 93%, PM25: 90%, Building_Loss_Rate: 90%"
Sarasota County,225,27.1716615,-82.30483153,"Ranks highly in: Diesel_Particulate: 91%, Traffic_Proximity: 90%, Household_Income: 90%"
Waukesha County,226,43.018826,-88.30439307,"Ranks highly in: Agricultural_Loss_Rate: 92%, Traffic_Proximity: 91%, Diesel_Particulate: 90%"
Larimer County,227,40.628397,-105.4466,"Ranks highly in: Building_Loss_Rate: 93%, Household_Income: 88%, Traffic_Proximity: 88%"
Ingham County,228,42.5989855,-84.37364236,"Ranks highly in: Asthma: 93%, Traffic_Proximity: 91%, Household_Income: 89%"
Durham County,229,36.0510705,-78.86813231,"Ranks highly in: PM25: 90%, Building_Loss_Rate: 89%, Traffic_Proximity: 89%"
Sullivan County,230,36.504153,-82.31149925,"Ranks highly in: Agricultural_Loss_Rate: 95%, Asthma: 92%, Household_Income: 90%"
Bay County,231,30.2337695,-85.69410717,"Ranks highly in: Building_Loss_Rate: 92%, Asthma: 89%, Traffic_Proximity: 88%"
Floyd County,232,34.0727805,-101.3030218,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 90%, PM25: 89%"
Sangamon County,233,39.7493885,-89.70522856,"Ranks highly in: PM25: 90%, Building_Loss_Rate: 88%, Traffic_Proximity: 87%"
Butte County,234,44.8920825,-103.5073577,"Ranks highly in: Agricultural_Loss_Rate: 93%, Asthma: 88%, Building_Loss_Rate: 87%"
Dutchess County,235,41.759364,-73.72697504,"Ranks highly in: Agricultural_Loss_Rate: 92%, Asthma: 90%, Diesel_Particulate: 88%"
Bibb County,236,33.039116,-87.09665089,"Ranks highly in: PM25: 90%, Diesel_Particulate: 87%, Asthma: 87%"
Mercer County,237,47.277616,-101.7133508,"Ranks highly in: Agricultural_Loss_Rate: 95%, Building_Loss_Rate: 95%, Household_Income: 94%"
Vanderburgh County,238,37.9972945,-87.57409138,"Ranks highly in: PM25: 89%, Diesel_Particulate: 88%, Building_Loss_Rate: 88%"
Henrico County,239,37.531191,-77.30300725,"Ranks highly in: Diesel_Particulate: 90%, Traffic_Proximity: 89%, Asthma: 86%"
Rutherford County,240,35.8594405,-86.3919879,"Ranks highly in: Agricultural_Loss_Rate: 90%, PM25: 88%, Diesel_Particulate: 88%"
Houston County,241,31.259258,-95.43496944,"Ranks highly in: Agricultural_Loss_Rate: 92%, PM25: 90%, Asthma: 88%"
Oneida County,242,45.683791,-89.54472054,"Ranks highly in: Asthma: 92%, Household_Income: 89%, Building_Loss_Rate: 89%"
Wilson County,243,29.1620075,-98.08855867,"Ranks highly in: Agricultural_Loss_Rate: 92%, Building_Loss_Rate: 90%, PM25: 86%"
Trumbull County,244,41.317105,-80.76123972,"Ranks highly in: PM25: 91%, Asthma: 89%, Diesel_Particulate: 85%"
Henderson County,245,32.182428,-95.81854967,"Ranks highly in: Agricultural_Loss_Rate: 93%, Building_Loss_Rate: 88%, Household_Income: 88%"
Jasper County,246,41.6860395,-93.05743832,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 90%, Asthma: 88%"
Merced County,247,37.1870405,-120.6093199,"Ranks highly in: PM25: 91%, Agricultural_Loss_Rate: 91%, Asthma: 86%"
Boulder County,248,40.0878755,-105.3448718,"Ranks highly in: Building_Loss_Rate: 91%, Traffic_Proximity: 89%, Household_Income: 86%"
Beaver County,249,38.36197,-113.2065449,"Ranks highly in: PM25: 91%, Asthma: 90%, Household_Income: 87%"
Muscogee County,250,32.4916085,-84.8638463,"Ranks highly in: PM25: 92%, Asthma: 88%, Traffic_Proximity: 87%"
Monterey County,251,36.354451,-121.5248735,"Ranks highly in: Traffic_Proximity: 92%, Household_Income: 90%, Asthma: 88%"
Campbell County,252,44.248661,-105.5503244,"Ranks highly in: Agricultural_Loss_Rate: 88%, Diesel_Particulate: 87%, Asthma: 87%"
Alachua County,253,29.680904,-82.35522357,"Ranks highly in: Building_Loss_Rate: 90%, Diesel_Particulate: 88%, Traffic_Proximity: 87%"
Davis County,254,40.963327,-112.0923962,"Ranks highly in: Diesel_Particulate: 89%, Traffic_Proximity: 88%, Asthma: 88%"
Collier County,255,26.145117,-81.36997889,"Ranks highly in: Building_Loss_Rate: 90%, Diesel_Particulate: 89%, Traffic_Proximity: 88%"
Sumter County,256,33.9060015,-80.34148158,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 88%, PM25: 87%"
Tuscaloosa County,257,33.307606,-87.50006739,"Ranks highly in: PM25: 89%, Diesel_Particulate: 87%, Asthma: 86%"
Arlington County,258,38.880805,-77.10762724,"Ranks highly in: Diesel_Particulate: 92%, Traffic_Proximity: 92%, PM25: 89%"
Lackawanna County,259,41.401846,-75.6406801,"Ranks highly in: Asthma: 89%, Traffic_Proximity: 89%, Household_Income: 86%"
Weber County,260,41.255295,-111.8947702,"Ranks highly in: Diesel_Particulate: 90%, Asthma: 88%, Traffic_Proximity: 87%"
Kanawha County,261,38.296984,-81.52334457,"Ranks highly in: Asthma: 90%, Traffic_Proximity: 87%, Diesel_Particulate: 86%"
Ada County,262,43.4598335,-116.2240288,"Ranks highly in: PM25: 90%, Diesel_Particulate: 89%, Traffic_Proximity: 88%"
Peoria County,263,40.7435025,-89.76944163,"Ranks highly in: PM25: 89%, Building_Loss_Rate: 87%, Diesel_Particulate: 86%"
Kalamazoo County,264,42.245382,-85.53151902,"Ranks highly in: Asthma: 90%, Traffic_Proximity: 88%, Household_Income: 85%"
Rockland County,265,41.1612945,-74.05738032,"Ranks highly in: Diesel_Particulate: 90%, Traffic_Proximity: 90%, Asthma: 87%"
Clarke County,266,31.5879045,-87.81360821,"Ranks highly in: Agricultural_Loss_Rate: 89%, PM25: 87%, Household_Income: 87%"
Marin County,267,38.064132,-122.7046082,"Ranks highly in: PM25: 91%, Traffic_Proximity: 89%, Building_Loss_Rate: 87%"
Saline County,268,39.1706235,-93.1929192,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 89%, PM25: 87%"
Lafayette Parish,269,30.2091765,-92.1133363,"Ranks highly in: Building_Loss_Rate: 88%, Agricultural_Loss_Rate: 87%, PM25: 87%"
Webb County,270,27.732058,-99.28638148,"Ranks highly in: PM25: 91%, Traffic_Proximity: 89%, Household_Income: 88%"
Champaign County,271,40.1412345,-83.76428401,"Ranks highly in: PM25: 88%, Building_Loss_Rate: 87%, Agricultural_Loss_Rate: 86%"
Osceola County,272,27.9948705,-81.12569552,"Ranks highly in: Agricultural_Loss_Rate: 89%, Building_Loss_Rate: 87%, Diesel_Particulate: 86%"
Taylor County,273,45.2065135,-90.48555729,"Ranks highly in: Building_Loss_Rate: 90%, Household_Income: 88%, Asthma: 86%"
Broome County,274,42.206561,-75.86193119,"Ranks highly in: Asthma: 89%, Traffic_Proximity: 88%, Building_Loss_Rate: 87%"
Santa Cruz County,275,31.529315,-110.8120914,"Ranks highly in: Agricultural_Loss_Rate: 90%, Traffic_Proximity: 89%, Household_Income: 86%"
Logan County,276,40.719162,-103.1124758,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 90%, Asthma: 89%"
Calcasieu Parish,277,30.2638955,-93.36901735,"Ranks highly in: Building_Loss_Rate: 89%, PM25: 86%, Diesel_Particulate: 86%"
Berkeley County,278,33.1628975,-79.91046016,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 88%, Diesel_Particulate: 87%"
Niagara County,279,43.3267595,-78.79066699,"Ranks highly in: Asthma: 91%, Household_Income: 87%, Traffic_Proximity: 86%"
Lauderdale County,280,34.8700495,-87.58445236,"Ranks highly in: Building_Loss_Rate: 88%, Asthma: 87%, PM25: 86%"
Harford County,281,39.487793,-76.23419394,"Ranks highly in: Diesel_Particulate: 88%, PM25: 88%, Agricultural_Loss_Rate: 88%"
Brazoria County,282,29.182142,-95.45599933,"Ranks highly in: Building_Loss_Rate: 91%, Agricultural_Loss_Rate: 90%, PM25: 88%"
Hardin County,283,30.3120725,-94.38682903,"Ranks highly in: Building_Loss_Rate: 88%, Agricultural_Loss_Rate: 88%, PM25: 87%"
Kenton County,284,38.944038,-84.53504944,"Ranks highly in: Diesel_Particulate: 89%, PM25: 88%, Traffic_Proximity: 86%"
Loudoun County,285,39.0855275,-77.66423097,"Ranks highly in: Diesel_Particulate: 90%, Agricultural_Loss_Rate: 90%, Traffic_Proximity: 86%"
Hall County,286,34.530711,-100.6806289,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 87%, Diesel_Particulate: 85%"
Buncombe County,287,35.6203605,-82.53904516,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 88%, Traffic_Proximity: 86%"
Martin County,288,27.112253,-80.38152475,"Ranks highly in: Building_Loss_Rate: 91%, Agricultural_Loss_Rate: 88%, Diesel_Particulate: 85%"
Hancock County,289,44.6405345,-68.42096326,"Ranks highly in: Agricultural_Loss_Rate: 93%, Building_Loss_Rate: 90%, Asthma: 89%"
New London County,290,41.464619,-72.05280902,"Ranks highly in: Agricultural_Loss_Rate: 91%, Asthma: 89%, Traffic_Proximity: 86%"
Yakima County,291,46.564487,-120.648802,"Ranks highly in: PM25: 90%, Asthma: 88%, Agricultural_Loss_Rate: 85%"
Saginaw County,292,43.3486775,-84.03394365,"Ranks highly in: Asthma: 91%, Traffic_Proximity: 86%, Household_Income: 86%"
Sumner County,293,37.2384875,-97.47614243,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 86%, Diesel_Particulate: 84%"
McLennan County,294,31.553792,-97.20212787,"Ranks highly in: PM25: 89%, Diesel_Particulate: 87%, Traffic_Proximity: 86%"
Pueblo County,295,38.128491,-104.553327,"Ranks highly in: Building_Loss_Rate: 90%, Asthma: 88%, Household_Income: 85%"
Shasta County,296,40.7347415,-122.0178618,"Ranks highly in: Agricultural_Loss_Rate: 92%, Asthma: 85%, Building_Loss_Rate: 84%"
Shawnee County,297,39.043088,-95.72409355,"Ranks highly in: Traffic_Proximity: 86%, Diesel_Particulate: 85%, PM25: 85%"
Lowndes County,298,32.1841735,-86.6580914,"Ranks highly in: PM25: 87%, Agricultural_Loss_Rate: 87%, Asthma: 86%"
Iredell County,299,35.7731095,-80.92120335,"Ranks highly in: Agricultural_Loss_Rate: 92%, PM25: 86%, Building_Loss_Rate: 84%"
DeSoto County,300,27.1867235,-81.80977222,"Ranks highly in: Agricultural_Loss_Rate: 89%, PM25: 85%, Building_Loss_Rate: 84%"
San Luis Obispo County,301,35.347698,-120.3664986,"Ranks highly in: Agricultural_Loss_Rate: 91%, Traffic_Proximity: 87%, Building_Loss_Rate: 85%"
Walker County,302,30.781565,-95.59303347,"Ranks highly in: Agricultural_Loss_Rate: 89%, PM25: 87%, Building_Loss_Rate: 86%"
Portage County,303,44.464796,-89.47498763,"Ranks highly in: Asthma: 87%, PM25: 86%, Building_Loss_Rate: 83%"
McHenry County,304,48.2409995,-100.6257946,"Ranks highly in: Diesel_Particulate: 87%, PM25: 86%, Agricultural_Loss_Rate: 85%"
Christian County,305,39.585665,-89.27957447,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 87%, PM25: 84%"
St. Lucie County,306,27.3823675,-80.43532336,"Ranks highly in: Building_Loss_Rate: 89%, Diesel_Particulate: 85%, Traffic_Proximity: 85%"
Sarpy County,307,41.0927365,-96.10052818,"Ranks highly in: PM25: 88%, Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 86%"
Tazewell County,308,37.1355625,-81.6057359,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 86%, PM25: 85%"
Newport News city,309,37.0759455,-76.52969784,"Ranks highly in: Asthma: 87%, Traffic_Proximity: 87%, Household_Income: 86%"
Smith County,310,39.7851515,-98.78532022,"Ranks highly in: PM25: 89%, Agricultural_Loss_Rate: 87%, Household_Income: 85%"
Sussex County,311,38.7272805,-75.36293924,"Ranks highly in: Agricultural_Loss_Rate: 93%, Building_Loss_Rate: 92%, Household_Income: 90%"
Ouachita Parish,312,32.490817,-92.1743122,"Ranks highly in: PM25: 86%, Asthma: 84%, Building_Loss_Rate: 83%"
Berrien County,313,42.0016815,-86.68621517,"Ranks highly in: Asthma: 89%, Household_Income: 85%, Traffic_Proximity: 83%"
St. Tammany Parish,314,30.425469,-89.96205099,"Ranks highly in: Building_Loss_Rate: 89%, Diesel_Particulate: 85%, PM25: 84%"
New Hanover County,315,34.088965,-77.86793243,"Ranks highly in: Building_Loss_Rate: 89%, Traffic_Proximity: 85%, Diesel_Particulate: 84%"
Newton County,316,36.9021725,-94.34100797,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 86%, PM25: 85%"
Perry County,317,34.943752,-92.88094735,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 88%, Household_Income: 87%"
Brazos County,318,30.6520865,-96.38086643,"Ranks highly in: PM25: 88%, Traffic_Proximity: 84%, Diesel_Particulate: 83%"
Barnstable County,319,41.7996225,-70.20796146,"Ranks highly in: Agricultural_Loss_Rate: 88%, Asthma: 88%, Traffic_Proximity: 88%"
Napa County,320,38.5096095,-122.3260006,"Ranks highly in: Agricultural_Loss_Rate: 89%, PM25: 89%, Traffic_Proximity: 84%"
Potter County,321,45.07206,-99.9480836,"Ranks highly in: Building_Loss_Rate: 86%, Diesel_Particulate: 85%, Household_Income: 85%"
Ulster County,322,41.879132,-74.20277225,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 86%, Traffic_Proximity: 83%"
Yolo County,323,38.619505,-121.8551233,"Ranks highly in: PM25: 88%, Agricultural_Loss_Rate: 86%, Traffic_Proximity: 86%"
Medina County,324,29.3865785,-99.10869359,"Ranks highly in: PM25: 87%, Building_Loss_Rate: 85%, Agricultural_Loss_Rate: 83%"
Buchanan County,325,42.470287,-91.84499056,"Ranks highly in: Asthma: 83%, Building_Loss_Rate: 83%, Household_Income: 83%"
Cabarrus County,326,35.3454555,-80.54644147,"Ranks highly in: Diesel_Particulate: 85%, PM25: 84%, Agricultural_Loss_Rate: 84%"
Lewis County,327,46.589237,-122.3843043,"Ranks highly in: Asthma: 87%, Household_Income: 87%, Building_Loss_Rate: 82%"
Racine County,328,42.727777,-87.68019132,"Ranks highly in: Diesel_Particulate: 84%, Traffic_Proximity: 86%, Asthma: 85%"
Clermont County,329,39.020624,-84.16962312,"Ranks highly in: PM25: 87%, Diesel_Particulate: 84%, Asthma: 83%"
Rock County,330,42.6687085,-89.07199549,"Ranks highly in: Traffic_Proximity: 83%, Asthma: 82%, Household_Income: 82%"
Litchfield County,331,41.7600885,-73.25981665,"Ranks highly in: Agricultural_Loss_Rate: 93%, Asthma: 84%, Household_Income: 83%"
Ellis County,332,32.301005,-96.76228969,"Ranks highly in: Agricultural_Loss_Rate: 85%, PM25: 85%, Diesel_Particulate: 82%"
Rowan County,333,35.683152,-80.55073417,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 82%, PM25: 81%"
Cambria County,334,40.484344,-78.73345842,"Ranks highly in: PM25: 89%, Asthma: 87%, Household_Income: 81%"
Carter County,335,45.5665675,-104.511632,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 86%, Building_Loss_Rate: 85%"
Rock Island County,336,41.554692,-90.30368416,"Ranks highly in: Traffic_Proximity: 84%, PM25: 83%, Diesel_Particulate: 83%"
Minnehaha County,337,43.6742855,-96.79145489,"Ranks highly in: Building_Loss_Rate: 87%, Diesel_Particulate: 85%, Traffic_Proximity: 84%"
Baldwin County,338,30.7326985,-87.76263308,"Ranks highly in: Building_Loss_Rate: 83%, Agricultural_Loss_Rate: 86%, PM25: 84%"
Thurston County,339,46.978106,-122.8984321,"Ranks highly in: Asthma: 87%, Diesel_Particulate: 86%, Traffic_Proximity: 83%"
Alamance County,340,36.046583,-79.40057415,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 84%, Asthma: 81%"
Florence County,341,45.86728,-88.37550754,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 86%, Asthma: 82%"
Chesapeake city,342,36.706911,-76.27621243,"Ranks highly in: Traffic_Proximity: 85%, Asthma: 84%, Diesel_Particulate: 83%"
Midland County,343,31.8689005,-102.0316772,"Ranks highly in: Building_Loss_Rate: 86%, Traffic_Proximity: 84%, Household_Income: 81%"
Doña Ana County,344,32.4178805,-106.8378155,"Ranks highly in: Agricultural_Loss_Rate: 88%, Diesel_Particulate: 84%, Asthma: 83%"
Yuma County,345,32.7522435,-113.9363727,"Ranks highly in: Asthma: 88%, PM25: 85%, Household_Income: 85%"
Alexandria city,346,38.815116,-77.09027118,"Ranks highly in: Diesel_Particulate: 89%, Traffic_Proximity: 88%, PM25: 84%"
Black Hawk County,347,42.4697865,-92.31790146,"Ranks highly in: Building_Loss_Rate: 84%, Traffic_Proximity: 83%, Household_Income: 82%"
Etowah County,348,34.021117,-86.04329531,"Ranks highly in: PM25: 85%, Building_Loss_Rate: 82%, Diesel_Particulate: 80%"
Schuylkill County,349,40.7226755,-76.15452829,"Ranks highly in: Asthma: 86%, PM25: 86%, Household_Income: 84%"
Santa Fe County,350,35.522577,-105.9832509,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 85%, Traffic_Proximity: 85%"
Grayson County,351,36.682218,-81.23660632,"Ranks highly in: PM25: 84%, Building_Loss_Rate: 83%, Household_Income: 83%"
Hernando County,352,28.5640755,-82.45471017,"Ranks highly in: Building_Loss_Rate: 85%, Household_Income: 84%, PM25: 82%"
Kitsap County,353,47.6879445,-122.6075333,"Ranks highly in: Asthma: 87%, Diesel_Particulate: 87%, Traffic_Proximity: 84%"
Daviess County,354,37.7456405,-87.06911016,"Ranks highly in: PM25: 83%, Building_Loss_Rate: 82%, Agricultural_Loss_Rate: 81%"
Schenectady County,355,42.832773,-74.04446463,"Ranks highly in: Traffic_Proximity: 86%, Asthma: 86%, Household_Income: 83%"
Dougherty County,356,31.5431065,-84.22194209,"Ranks highly in: PM25: 85%, Building_Loss_Rate: 82%, Asthma: 82%"
Comanche County,357,34.6309915,-98.48403008,"Ranks highly in: Building_Loss_Rate: 86%, Asthma: 85%, Household_Income: 80%"
White County,358,35.277367,-91.76264159,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 83%, PM25: 83%"
Rapides Parish,359,31.2032965,-92.53120699,"Ranks highly in: PM25: 83%, Agricultural_Loss_Rate: 82%, Building_Loss_Rate: 81%"
Elkhart County,360,41.5977665,-85.85849647,"Ranks highly in: Asthma: 83%, Agricultural_Loss_Rate: 83%, Diesel_Particulate: 82%"
Pottawattamie County,361,41.333039,-95.55081643,"Ranks highly in: Diesel_Particulate: 84%, Building_Loss_Rate: 83%, PM25: 81%"
Blount County,362,35.6740455,-83.90836087,"Ranks highly in: Agricultural_Loss_Rate: 85%, PM25: 83%, Building_Loss_Rate: 80%"
Licking County,363,40.094839,-82.47771298,"Ranks highly in: PM25: 83%, Asthma: 82%, Traffic_Proximity: 81%"
Coffee County,364,31.5895095,-82.84366481,"Ranks highly in: Agricultural_Loss_Rate: 89%, PM25: 83%, Asthma: 81%"
Lebanon County,365,40.375324,-76.44313325,"Ranks highly in: PM25: 87%, Diesel_Particulate: 82%, Asthma: 81%"
Pitt County,366,35.580409,-77.36790186,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 83%, Asthma: 82%"
Dodge County,367,43.412961,-88.70309359,"Ranks highly in: Agricultural_Loss_Rate: 85%, Building_Loss_Rate: 83%, Household_Income: 83%"
Wichita County,368,34.022299,-98.68832893,"Ranks highly in: Agricultural_Loss_Rate: 84%, Building_Loss_Rate: 83%, Traffic_Proximity: 82%"
Somerset County,369,45.5756385,-70.12594116,"Ranks highly in: Agricultural_Loss_Rate: 96%, Building_Loss_Rate: 94%, Diesel_Particulate: 91%"
El Dorado County,370,38.785011,-120.5256071,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 84%, Traffic_Proximity: 81%"
Charlotte County,371,26.9040045,-81.98812743,"Ranks highly in: Building_Loss_Rate: 88%, Diesel_Particulate: 81%, Household_Income: 80%"
Catawba County,372,35.688332,-81.20429969,"Ranks highly in: Agricultural_Loss_Rate: 87%, PM25: 82%, Building_Loss_Rate: 81%"
Robeson County,373,34.626467,-79.14290269,"Ranks highly in: Agricultural_Loss_Rate: 87%, Asthma: 85%, Household_Income: 84%"
Caldwell County,374,29.851862,-97.62644111,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 82%, Household_Income: 80%"
Pickens County,375,33.2664195,-88.07266499,"Ranks highly in: Agricultural_Loss_Rate: 85%, PM25: 83%, Household_Income: 82%"
Jones County,376,43.9383555,-100.7155465,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 85%, PM25: 82%"
Penobscot County,377,45.5199665,-68.43248363,"Ranks highly in: Agricultural_Loss_Rate: 92%, Asthma: 89%, Household_Income: 83%"
Steuben County,378,42.2908805,-77.41840223,"Ranks highly in: Asthma: 86%, Agricultural_Loss_Rate: 85%, Household_Income: 84%"
Kenosha County,379,42.574402,-87.66848838,"Ranks highly in: Traffic_Proximity: 84%, Diesel_Particulate: 84%, Asthma: 82%"
Vigo County,380,39.4335915,-87.38545597,"Ranks highly in: PM25: 82%, Diesel_Particulate: 82%, Traffic_Proximity: 81%"
Beaufort County,381,35.4774175,-76.87835976,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 84%, PM25: 80%"
Canyon County,382,43.5852365,-116.6525265,"Ranks highly in: PM25: 86%, Asthma: 83%, Diesel_Particulate: 82%"
Liberty County,383,48.565781,-111.0158073,"Ranks highly in: Agricultural_Loss_Rate: 82%, PM25: 81%, Building_Loss_Rate: 81%"
Muskegon County,384,43.2958165,-86.58696698,"Ranks highly in: Asthma: 88%, Traffic_Proximity: 82%, Household_Income: 81%"
Okaloosa County,385,30.660487,-86.59221373,"Ranks highly in: Building_Loss_Rate: 83%, Traffic_Proximity: 83%, Diesel_Particulate: 81%"
Cabell County,386,38.4134075,-82.27557557,"Ranks highly in: Asthma: 83%, Traffic_Proximity: 82%, Diesel_Particulate: 81%"
Laurens County,387,34.494007,-81.98594214,"Ranks highly in: Agricultural_Loss_Rate: 84%, PM25: 82%, Household_Income: 82%"
Chautauqua County,388,42.3403695,-79.41151358,"Ranks highly in: Household_Income: 85%, Asthma: 85%, Traffic_Proximity: 78%"
St. Johns County,389,29.9377405,-81.4161138,"Ranks highly in: Building_Loss_Rate: 87%, Diesel_Particulate: 83%, Traffic_Proximity: 81%"
Mason County,390,43.996527,-86.54503765,"Ranks highly in: Asthma: 85%, Household_Income: 84%, Agricultural_Loss_Rate: 83%"
Anderson County,391,34.5143265,-82.65856317,"Ranks highly in: Agricultural_Loss_Rate: 93%, PM25: 90%, Asthma: 89%"
Hampton city,392,37.022859,-76.30422269,"Ranks highly in: Traffic_Proximity: 83%, Asthma: 83%, Diesel_Particulate: 82%"
Faulkner County,393,35.1053335,-92.33318941,"Ranks highly in: PM25: 84%, Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 79%"
Aiken County,394,33.5363985,-81.66298582,"Ranks highly in: PM25: 85%, Agricultural_Loss_Rate: 83%, Asthma: 80%"
Saratoga County,395,43.086674,-73.84566478,"Ranks highly in: Asthma: 85%, Traffic_Proximity: 82%, Diesel_Particulate: 81%"
Dorchester County,396,38.3814755,-76.0986005,"Ranks highly in: Agricultural_Loss_Rate: 83%, Asthma: 80%, Household_Income: 80%"
Sebastian County,397,35.191119,-94.23423231,"Ranks highly in: PM25: 84%, Diesel_Particulate: 79%, Agricultural_Loss_Rate: 79%"
Harnett County,398,35.387627,-78.83900023,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 82%, PM25: 79%"
Johnston County,399,35.5370355,-78.38773042,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 82%, Household_Income: 81%"
Rogers County,400,36.3364,-95.62386,"Ranks highly in: PM25: 85%, Agricultural_Loss_Rate: 83%, Building_Loss_Rate: 82%"
Outagamie County,401,44.416393,-88.46364252,"Ranks highly in: Household_Income: 81%, Diesel_Particulate: 80%, Traffic_Proximity: 85%"
Portsmouth city,402,36.868929,-76.37471713,"Ranks highly in: Traffic_Proximity: 84%, Asthma: 84%, Diesel_Particulate: 82%"
Blair County,403,40.492555,-78.34841287,"Ranks highly in: Asthma: 85%, PM25: 84%, Traffic_Proximity: 81%"
Hampshire County,404,42.3695995,-72.71405942,"Ranks highly in: Agricultural_Loss_Rate: 90%, Asthma: 86%, Traffic_Proximity: 82%"
Rankin County,405,32.3203505,-89.94147985,"Ranks highly in: PM25: 84%, Agricultural_Loss_Rate: 83%, Building_Loss_Rate: 83%"
Humboldt County,406,41.2646085,-118.1618153,"Ranks highly in: Household_Income: 86%, Asthma: 83%, Building_Loss_Rate: 82%"
Rensselaer County,407,42.711288,-73.4903618,"Ranks highly in: Asthma: 84%, Household_Income: 82%, Traffic_Proximity: 82%"
